Time,Type of Transaction,Age,Fraud
20,ATM,42.7,0
7,Online,69.2,0
9,POS,51.2,1
15,POS,38,1
21,Online,46.6,0
23,Online,34.9,0
11,Online,38.1,0
19,POS,35.8,0
14,ATM,28.4,0
7,ATM,38.7,0
10,ATM,48.5,0
14,Online,46,0
12,POS,52.5,0
17,POS,55.4,0
14,ATM,50.1,0
9,POS,38.4,0
7,ATM,60.7,0
8,Online,55.1,0
15,ATM,30.2,0
23,POS,41.1,1
22,ATM,43.6,0
19,Online,46.1,0
7,POS,42.2,0
16,ATM,26.5,0
22,POS,50.6,0
23,POS,38.3,0
15,ATM,34.6,0
22,Online,30.9,0
10,Online,43.9,0
18,ATM,44.9,0
7,POS,59.9,0
14,POS,49.5,0
17,POS,39.4,0
15,POS,36.1,0
11,POS,52.3,0
18,POS,42.5,0
7,ATM,38.3,0
11,POS,48.7,0
20,ATM,53.3,0
11,POS,17.8,1
19,Online,43.6,0
17,ATM,44.3,0
23,ATM,44.5,0
16,Online,51.6,0
19,POS,42.2,0
10,Online,45.3,0
14,ATM,62.5,0
22,POS,49.7,0
15,ATM,63.2,0
21,ATM,23.5,0
19,POS,40.3,0
16,ATM,39.2,0
16,ATM,31,0
8,ATM,43.8,0
20,Online,39,0
14,POS,32.7,0
7,POS,33.7,0
21,Online,51.5,0
10,ATM,47.2,0
22,Online,66.5,0
9,ATM,43.6,0
13,POS,29.7,0
21,POS,51,0
7,ATM,45.1,0
16,Online,44.3,0
14,ATM,38.1,0
17,ATM,21.4,1
20,POS,43.5,0
14,ATM,58.7,0
12,Online,44.1,0
13,ATM,45.7,0
19,POS,45.2,0
21,POS,38.3,0
10,POS,36.3,0
23,POS,55.7,0
14,POS,60.9,0
20,ATM,48.5,0
9,ATM,40.9,1
10,Online,37.4,0
19,POS,59.5,0
22,ATM,65,0
19,ATM,56,0
10,ATM,55.4,0
14,ATM,34.8,0
18,ATM,52.3,0
18,POS,38.2,0
16,Online,34.2,0
11,POS,49.4,0
8,POS,33.5,0
22,POS,43.4,0
11,ATM,32.5,0
18,Online,29,0
21,ATM,37.7,0
16,POS,48.5,0
18,POS,33.7,0
11,POS,38,0
1,Online,35.4,1
15,ATM,42.4,0
11,ATM,39.5,0
12,ATM,51.4,0
23,POS,45.2,0
11,ATM,35.7,0
11,ATM,37,0
15,ATM,51,0
22,ATM,51.7,0
5,ATM,35.1,1
17,Online,54.3,0
16,POS,58.4,0
14,Online,45,0
9,ATM,44.9,0
19,Online,36.7,0
6,POS,47.9,1
23,ATM,53.6,0
13,ATM,40.9,0
9,POS,48.2,0
9,POS,47.3,0
3,Online,41.5,1
18,POS,32.6,0
11,ATM,27.1,0
13,ATM,37.2,0
15,Online,42.9,0
9,Online,45.3,1
2,ATM,32.7,1
17,Online,45.3,0
10,POS,42.2,0
10,ATM,40.4,0
13,ATM,33.5,0
19,ATM,58.1,0
12,POS,46.5,0
20,ATM,32.4,0
14,ATM,38.9,0
15,Online,50.9,0
3,POS,35.7,1
11,POS,28.6,0
13,POS,39.4,0
7,Online,48.6,0
16,ATM,40.5,0
12,Online,56.6,0
21,POS,53.9,0
20,Online,54.6,0
23,Online,46.7,0
19,ATM,29.3,0
17,POS,48.4,0
7,ATM,74.7,0
14,ATM,41.7,0
12,POS,50.8,1
9,ATM,48.3,0
19,ATM,55.5,1
7,POS,61.8,0
9,ATM,33.8,0
20,ATM,51.4,0
21,Online,48.5,0
7,POS,57.6,0
0,ATM,37.9,1
14,Online,42.8,0
16,POS,37.1,0
17,Online,54.8,0
18,POS,59.7,0
23,ATM,53.4,0
21,POS,50.4,0
7,Online,35.4,0
9,POS,38.9,0
22,Online,44.6,0
14,ATM,33.7,0
18,POS,49.3,0
21,POS,46.9,1
20,POS,57.2,0
15,Online,43.8,0
19,ATM,35.9,0
7,POS,61.6,0
21,POS,48.1,0
20,Online,31.6,0
9,ATM,62.4,0
15,ATM,45.6,0
20,POS,40.1,0
22,ATM,39.1,0
20,ATM,40.3,0
21,ATM,49.6,0
10,Online,24.2,0
12,ATM,35.6,0
13,ATM,41.5,0
5,ATM,60,1
18,ATM,48.1,0
23,POS,51.9,0
14,POS,48.5,0
13,ATM,57.1,0
21,POS,51.4,0
20,POS,32.5,0
15,ATM,31.6,0
7,ATM,51,0
14,Online,43.8,0
20,Online,46.9,0
15,Online,51.8,0
20,POS,63.2,0
19,ATM,47.5,0
18,Online,44.5,0
21,ATM,53.7,0
16,Online,60.2,0
23,ATM,51.1,0
21,ATM,19.7,0
16,Online,47.3,0
11,ATM,38.2,0
8,ATM,27.2,0
14,ATM,49.1,0
10,Online,49.9,0
20,Online,68.4,0
12,POS,34.1,0
11,ATM,47.3,0
22,Online,35.4,0
1,POS,38.4,1
18,ATM,36.4,0
20,Online,37.5,0
9,POS,32.1,0
8,POS,33.9,0
19,ATM,39.3,0
20,ATM,28.1,0
18,Online,49.9,0
14,POS,41.4,0
19,ATM,52.1,0
18,Online,41.4,0
19,ATM,47.7,0
8,Online,51.5,0
23,POS,54.9,1
16,ATM,44.5,0
23,ATM,44.5,0
21,POS,40.9,0
12,ATM,21.9,0
7,ATM,35.2,0
15,Online,56.9,0
19,ATM,56.1,0
14,POS,48.6,0
18,ATM,49.2,1
13,POS,46.2,0
8,POS,47.4,1
10,Online,35,0
18,Online,43.7,0
14,POS,41.8,0
19,POS,32.1,0
14,ATM,66.8,0
7,ATM,33.1,0
21,Online,41.7,0
7,Online,44.8,0
10,ATM,49.8,0
10,POS,54.9,0
22,ATM,48.1,0
14,POS,49.5,0
21,Online,51,0
19,Online,24.9,0
0,POS,56.5,1
13,Online,46.9,0
21,POS,40.9,0
16,POS,57.9,0
11,ATM,43.1,0
17,POS,43.5,0
23,POS,41.6,0
14,ATM,60.4,0
20,POS,49.9,0
18,ATM,50.6,0
21,ATM,42.4,0
19,ATM,25.7,0
19,ATM,42.1,0
15,POS,53.3,0
21,Online,48.4,0
11,POS,51.3,0
14,Online,33.9,0
14,POS,37.4,0
13,Online,64,0
18,POS,59.7,0
16,ATM,38.2,0
9,POS,42.2,0
9,POS,32.4,0
17,Online,39.9,1
21,POS,48.8,0
22,POS,50.7,0
13,POS,47.9,0
20,POS,37.8,0
23,ATM,51.7,0
14,ATM,36.5,0
20,ATM,46.2,0
12,ATM,64,0
13,Online,37.9,0
8,ATM,49.5,0
18,Online,30.2,0
16,ATM,59.9,0
17,Online,60.2,0
18,Online,43.9,0
14,POS,29.6,0
19,Online,49.3,0
11,ATM,42.3,0
20,ATM,39.1,0
13,ATM,37.6,0
22,ATM,56.4,0
13,Online,38.6,1
21,POS,30.4,0
22,ATM,41.4,1
18,ATM,44.1,0
16,POS,46.2,0
12,Online,36.1,0
19,Online,35.2,0
8,Online,39,0
14,POS,40.1,0
11,Online,36.3,0
10,Online,62.4,0
11,ATM,56,0
14,POS,43.2,0
12,ATM,41.3,0
11,POS,49,0
22,ATM,40,0
13,Online,34.5,0
9,POS,58.6,0
20,ATM,52.2,0
13,POS,32.2,0
21,ATM,46.6,0
6,POS,49.4,1
8,ATM,40.6,0
18,Online,38.5,0
23,Online,38.5,0
18,ATM,34.7,0
4,Online,40.8,1
19,Online,48.1,0
14,Online,46.1,0
16,Online,42.5,0
18,Online,53.9,0
13,Online,32.9,0
14,POS,33.2,0
8,POS,61.9,0
12,POS,52.6,0
10,Online,34,0
22,POS,15,0
18,ATM,21.2,0
8,Online,44.6,0
21,POS,38.5,0
9,POS,44.7,0
23,ATM,44.1,0
16,POS,57.8,0
17,POS,45,0
16,ATM,52.4,0
20,ATM,40.3,0
20,ATM,43.3,0
22,Online,65.1,0
12,ATM,37.2,0
18,POS,55.9,0
23,ATM,36.8,0
7,Online,45.5,0
23,ATM,53.7,0
11,POS,37.7,0
11,ATM,43.5,0
20,ATM,50.1,0
17,Online,38.6,0
12,ATM,43.1,0
18,Online,48.4,0
12,POS,46.2,0
8,Online,49.9,0
23,ATM,46,0
22,ATM,57,0
10,POS,28.7,0
15,ATM,49.2,0
8,Online,28.3,0
16,ATM,44.4,0
19,ATM,28.6,0
21,ATM,48.9,0
8,Online,52.9,0
12,Online,61.6,0
8,ATM,39.5,0
7,POS,52,0
20,ATM,53.3,0
9,Online,47.9,0
11,ATM,44.6,0
17,Online,53.1,0
12,ATM,42.4,0
14,POS,39.4,0
20,ATM,50.4,0
14,POS,30.2,0
16,Online,53.7,0
8,POS,47.3,0
16,Online,33,1
18,Online,49.5,0
10,Online,50.9,0
10,Online,37.9,0
19,Online,41.9,0
13,POS,42.6,0
7,Online,36.3,0
14,Online,60.2,0
23,Online,32.3,0
10,POS,39.1,0
12,ATM,70.6,0
15,ATM,39.9,1
12,Online,35.6,0
14,POS,44.1,0
20,POS,43.9,0
16,POS,40.4,0
13,POS,54.9,0
12,ATM,57.8,0
9,Online,30.8,0
12,Online,51.8,0
22,ATM,41.3,0
22,Online,38.7,0
12,POS,48,0
21,Online,52.8,0
13,ATM,46.1,0
16,POS,51.7,0
12,POS,41.4,0
17,POS,48.3,1
22,Online,49.5,0
23,POS,54,0
11,Online,63,0
12,POS,31.1,0
12,POS,44.6,0
13,POS,20.8,0
14,Online,44.3,0
13,Online,34,0
8,ATM,38.7,0
21,ATM,54.6,0
20,Online,37.9,0
12,Online,49.9,0
16,ATM,48.2,0
18,Online,31.4,0
21,ATM,44,0
12,Online,47.8,0
10,POS,41.3,0
21,Online,38.8,0
7,POS,34.5,0
5,POS,44.7,1
18,ATM,37.8,0
7,Online,30.2,0
19,Online,55.6,0
19,Online,28,0
9,Online,33.1,0
23,POS,38,0
8,ATM,40,0
5,Online,44.7,1
19,Online,43.4,0
10,Online,42,0
17,POS,63.7,0
22,ATM,51.2,0
6,POS,32.5,1
8,POS,41,0
22,POS,21.1,0
16,POS,46.9,0
13,ATM,35.8,0
17,POS,21,0
12,ATM,36.2,0
11,ATM,49.6,0
22,Online,20.3,0
8,Online,60.1,0
6,ATM,31.2,1
10,Online,41.7,0
14,ATM,33.6,0
16,Online,60,0
22,POS,46.3,0
17,Online,42.7,0
14,POS,53.5,0
8,Online,49.3,0
19,Online,36.9,0
20,ATM,47.5,0
18,Online,55.8,0
23,Online,36.8,0
10,Online,62.6,0
15,POS,40.7,0
15,POS,50.4,0
20,POS,51.8,0
19,POS,69.1,0
20,Online,58.2,0
13,ATM,41.1,0
23,POS,53.5,0
12,Online,62.2,0
8,POS,42.4,0
21,POS,39.3,0
7,Online,37.2,0
17,POS,56.6,0
18,Online,44.2,0
13,ATM,54.6,0
17,POS,36.5,0
11,ATM,28.3,0
14,POS,51.4,0
17,ATM,25.7,0
14,Online,34.8,0
21,Online,55.3,0
21,Online,48.7,0
19,ATM,26.7,0
23,Online,39.7,0
19,Online,54,0
20,ATM,50.7,0
17,ATM,39,0
18,POS,50.7,0
13,ATM,49.1,0
9,Online,51.8,0
8,POS,58.8,0
10,ATM,36,0
12,POS,57,0
14,Online,37.2,0
8,POS,48.1,0
7,POS,29.6,0
19,ATM,51.7,0
11,ATM,42.2,0
20,POS,39.9,0
9,ATM,62.7,0
20,ATM,48.3,0
17,ATM,51.9,0
19,Online,55.7,0
20,Online,50,0
8,ATM,39.7,0
21,Online,26.8,0
8,POS,52,0
7,Online,41.6,0
18,ATM,49.6,0
19,Online,41.8,0
19,POS,42.7,0
15,ATM,42.4,0
10,Online,46.7,0
22,ATM,52.5,0
10,POS,33.6,0
8,POS,35.9,0
16,Online,23.3,0
14,ATM,49.3,0
8,Online,42.9,1
4,Online,52.5,1
15,POS,26.3,0
12,POS,52.8,0
10,POS,25.8,0
18,ATM,27,0
9,POS,40.5,0
20,POS,33.6,0
10,POS,61.9,0
22,ATM,44.2,0
14,POS,44.4,1
22,ATM,32.4,0
1,POS,36.2,1
11,Online,54,0
21,ATM,35.4,0
11,POS,35.7,0
14,POS,56.7,0
23,POS,32,0
12,POS,58.9,0
23,ATM,37.9,0
17,Online,44.8,0
22,POS,38.5,0
2,Online,40.2,1
14,ATM,47.7,0
9,Online,41.5,0
2,Online,40.5,1
12,ATM,35.8,0
19,ATM,48.8,0
23,POS,39.4,0
13,POS,59,0
15,POS,44.8,0
18,Online,39,0
16,ATM,28.7,0
11,Online,60.5,0
9,ATM,32.7,0
13,Online,36.5,0
11,ATM,44.4,0
16,ATM,50.5,0
17,POS,47.6,0
15,Online,43.5,0
11,Online,56.6,0
10,Online,44.3,0
12,Online,38.9,0
21,ATM,50.3,0
19,ATM,23.4,0
13,Online,63.4,1
14,ATM,26.5,0
21,Online,41.2,0
21,ATM,39.9,0
19,POS,28.8,0
18,POS,47.3,0
21,Online,47.9,0
12,Online,53.4,0
8,Online,38.9,0
10,Online,43.9,0
12,ATM,55.7,0
18,POS,55,0
9,ATM,50.8,0
16,POS,56.6,0
9,ATM,43.9,0
15,POS,38.9,0
9,Online,54.4,0
23,Online,72.2,0
13,Online,69.9,0
12,ATM,51.8,0
19,Online,39.2,0
16,POS,40,0
23,Online,52,0
10,Online,40.2,0
13,ATM,25.9,0
13,ATM,44,0
7,Online,61.3,0
2,ATM,22,1
18,Online,44.1,0
11,Online,42.7,0
13,ATM,36.8,0
18,POS,50.5,0
16,POS,38.8,0
16,ATM,40,0
17,Online,36.7,0
8,Online,54.4,0
18,Online,61.4,0
14,ATM,71.8,0
17,ATM,49.4,0
10,Online,47.3,0
19,POS,48.7,0
15,POS,39.9,0
11,POS,50.9,0
7,Online,55.7,0
19,Online,68.5,0
7,ATM,53.2,0
20,Online,52.6,0
8,ATM,50.4,0
23,Online,49.4,0
7,POS,48.6,0
10,Online,55.8,0
14,POS,54.4,0
15,Online,40.2,0
16,POS,53.7,0
21,Online,51.7,0
12,Online,25.7,0
3,Online,44.4,1
14,Online,49.1,0
12,Online,39.9,0
20,ATM,36.4,0
15,ATM,21.8,0
9,POS,43.8,0
22,POS,47,1
12,POS,44.3,0
10,Online,40.1,0
17,Online,39.7,0
22,Online,32,0
8,Online,60.3,0
5,ATM,47.2,1
21,Online,47.9,1
21,ATM,52.4,0
15,ATM,59.5,0
22,POS,37.8,0
21,POS,35.6,0
21,Online,50.6,0
14,POS,37.9,0
21,POS,40.9,0
10,POS,46.9,0
9,Online,34.8,0
13,Online,55.1,0
20,ATM,47.1,0
8,ATM,34.6,0
15,ATM,34.3,0
21,POS,35.6,0
18,Online,41.4,0
21,ATM,31.5,0
14,POS,46.2,0
20,Online,33,1
23,ATM,41.3,0
22,Online,68.4,0
18,POS,31.7,0
13,POS,40.9,0
12,ATM,42.3,0
14,POS,45.6,0
12,Online,43.9,0
17,ATM,47.8,0
19,Online,41.4,0
16,ATM,47.7,0
20,ATM,37.5,0
18,ATM,31.9,0
21,POS,53.2,0
10,Online,46.7,0
8,ATM,48.4,0
16,POS,42.8,0
8,ATM,39.5,0
9,POS,48.6,0
15,ATM,56.4,0
23,ATM,38.1,0
20,ATM,27.9,0
19,ATM,39.3,0
11,Online,53.4,0
17,POS,51.9,0
8,POS,42.4,0
20,POS,59.5,0
23,ATM,25.4,0
16,Online,58.6,0
18,POS,49.2,0
11,POS,36.5,1
10,POS,50.3,0
20,ATM,43,0
12,Online,31.9,0
14,ATM,25.3,0
15,POS,44.5,0
13,ATM,34.4,0
14,POS,46.7,0
13,POS,56.5,0
9,POS,28,0
16,Online,34.6,0
18,POS,44.4,0
8,POS,47,0
11,POS,49.6,0
16,POS,47.1,0
23,POS,31.5,0
9,ATM,59.4,0
17,ATM,37.4,0
22,ATM,50.1,0
5,Online,25.1,1
15,Online,39.7,0
19,ATM,48.1,0
18,ATM,48,0
16,Online,44.4,0
7,Online,35.8,0
15,POS,35.6,0
8,Online,56.2,0
7,POS,39.1,0
11,Online,27.8,0
22,Online,53.5,0
19,POS,52,0
18,ATM,44.4,0
19,ATM,41.3,0
11,POS,49.8,0
14,POS,42,1
17,Online,50.7,0
14,Online,65.8,0
10,POS,39.7,0
14,POS,31,0
11,Online,38.8,0
9,Online,36.6,0
13,POS,36.7,0
16,POS,32.4,0
12,Online,42,0
17,Online,51.2,0
11,ATM,37.4,0
7,POS,40.5,0
14,ATM,61.5,0
19,ATM,46.9,0
22,Online,39.7,0
18,Online,25.5,0
12,POS,34.6,0
7,ATM,57.1,0
21,POS,48.3,0
8,ATM,39.7,0
9,Online,25.6,0
22,POS,28,0
7,ATM,30.2,0
13,ATM,37,0
8,Online,46.5,0
9,POS,34.8,0
12,Online,37.8,0
16,POS,41.7,0
23,ATM,44.6,0
10,Online,36,0
11,Online,34.9,0
19,Online,53.2,0
20,Online,39,0
8,POS,60.5,0
23,ATM,35.1,0
12,Online,44.3,0
12,ATM,50.2,0
8,ATM,22.3,0
8,POS,47.4,0
21,ATM,36.5,0
18,ATM,45.1,0
21,POS,42.1,0
9,POS,47.9,0
8,ATM,43.7,0
23,POS,47.4,0
13,POS,49,0
17,Online,51.3,0
13,POS,45.3,0
12,Online,55.5,0
21,Online,33.3,0
15,ATM,58.4,0
14,Online,51,0
8,POS,53.1,0
9,Online,24.5,0
14,POS,41.9,0
13,Online,39,0
21,POS,49.1,0
15,POS,46.1,0
16,POS,51.1,0
0,POS,18.1,1
16,ATM,46,0
15,Online,44.3,0
12,ATM,32,0
18,POS,56.8,0
22,POS,51.9,0
18,Online,33.9,0
18,POS,55.4,0
8,POS,37.2,0
16,ATM,58,0
13,Online,48.4,0
1,Online,41.2,1
8,ATM,48.2,0
16,Online,48,0
21,Online,58,0
16,Online,30.4,0
11,ATM,64.2,0
9,POS,48.4,0
22,ATM,44.5,0
16,POS,38.8,0
16,Online,40.6,0
23,Online,52.6,0
10,Online,24.1,0
14,Online,51.7,0
10,ATM,33.3,0
5,Online,48.4,1
13,POS,45.6,0
16,POS,27.3,0
20,POS,56.6,0
22,POS,42.5,0
12,ATM,59.4,0
19,POS,58.4,0
13,Online,38,0
11,Online,32.7,0
17,Online,40.5,0
9,ATM,44.5,0
22,Online,27.3,1
10,Online,39.7,0
16,Online,41.7,0
12,POS,47.4,0
14,Online,38.9,0
15,ATM,52.1,0
9,Online,50,0
12,Online,51.3,0
16,ATM,54.3,0
17,POS,44.5,0
10,ATM,42.6,0
16,POS,45.4,0
15,ATM,48.2,0
16,Online,54.8,0
23,POS,53.8,0
23,Online,53,0
19,ATM,37.5,0
15,POS,49.2,1
23,POS,53.1,0
22,ATM,40.1,0
14,Online,59.9,0
21,Online,31.6,0
7,Online,18.9,0
7,Online,46.9,0
18,ATM,32.9,0
7,ATM,55.5,0
19,POS,43.4,0
7,Online,36.8,0
10,POS,42.5,0
15,ATM,35.3,1
23,Online,46.3,0
18,ATM,42.3,0
7,Online,31.6,0
19,POS,53.7,0
16,POS,36.2,0
21,Online,70.8,0
10,Online,58.3,0
5,ATM,31.5,1
19,Online,50.2,0
20,Online,36.8,0
7,ATM,41.9,0
10,Online,48.2,0
19,Online,50.8,0
15,ATM,48.5,0
15,ATM,30.1,0
9,ATM,48.5,0
21,ATM,48.5,0
7,POS,43.2,0
19,ATM,31.2,0
8,Online,46.8,0
21,ATM,41.8,0
11,Online,48.2,0
15,ATM,50.5,0
6,POS,65.8,1
1,ATM,48.2,1
5,POS,61.6,1
21,Online,49.2,1
19,Online,52.7,0
21,ATM,36.2,0
15,Online,67.9,0
8,Online,52.3,0
8,POS,45.8,0
22,ATM,60.9,0
12,POS,39.8,0
11,ATM,30.7,0
19,ATM,49,0
14,ATM,51.1,0
9,ATM,41.6,0
9,ATM,49.6,0
14,Online,54.2,0
13,Online,49.7,0
22,Online,35.9,0
21,Online,37.4,0
13,Online,44.7,0
13,POS,55.2,0
18,POS,46.7,0
15,ATM,39.3,0
11,ATM,39.6,0
17,POS,40.9,0
7,ATM,34.8,0
2,POS,34.8,1
23,Online,35.4,0
23,ATM,52.1,0
18,POS,43.9,0
20,ATM,45,0
18,Online,45.8,0
7,ATM,33.8,0
9,Online,44.5,0
16,ATM,39.9,1
7,ATM,26,0
15,Online,57,0
14,ATM,39.3,0
11,Online,49.1,0
21,Online,63.1,0
21,ATM,51.9,0
20,POS,51.6,0
15,Online,26,0
22,ATM,43.9,0
22,Online,42.4,0
12,Online,52,0
20,ATM,60.8,0
22,POS,36.6,0
20,ATM,53.8,0
18,ATM,42.8,0
15,Online,44.2,0
9,Online,44.3,0
18,Online,40.4,0
5,POS,29.9,1
15,POS,46.8,0
13,Online,32.3,0
19,POS,35.3,0
13,Online,36.6,0
23,ATM,30.6,0
15,POS,44.8,0
23,POS,33.7,0
17,ATM,44.2,0
10,POS,52.6,0
17,ATM,52.2,0
16,POS,53.2,0
5,POS,50.7,1
9,Online,46.5,0
14,POS,63.5,0
10,POS,55.1,0
19,ATM,44.7,0
13,Online,49.5,0
19,Online,45.7,0
21,Online,57.1,0
23,Online,24.2,0
16,Online,63,0
12,Online,41.9,0
20,ATM,40.4,0
15,Online,59.9,1
23,Online,53.6,0
12,Online,49.1,0
7,POS,27.1,0
7,ATM,64,0
12,POS,34.1,0
13,Online,56.8,0
19,ATM,32,0
0,POS,56,1
22,ATM,41.6,0
9,ATM,45.1,0
13,Online,59.6,0
15,POS,44,0
7,Online,52.8,0
16,Online,55.1,0
20,ATM,65.5,0
0,ATM,55.9,1
21,ATM,43.9,0
9,Online,63.1,0
12,POS,38.7,1
19,ATM,36.2,0
12,Online,45.5,0
12,ATM,47.2,0
12,Online,59.5,0
5,ATM,40.6,1
9,ATM,48.6,0
15,Online,37.7,0
22,POS,36.8,0
20,ATM,35.2,0
22,Online,46.6,0
22,POS,30.9,0
9,Online,45.9,0
7,POS,44.2,0
16,POS,47.2,1
13,Online,38.8,0
11,ATM,51.8,0
14,POS,45.6,0
12,Online,37.1,0
19,POS,29.4,0
18,POS,24.7,1
20,Online,37.6,0
18,POS,47.6,0
17,Online,42.2,0
12,Online,33,1
13,ATM,48,0
22,Online,35.5,0
14,Online,55.7,0
16,POS,35.1,0
12,Online,47,0
19,POS,18.7,0
20,POS,41,0
15,POS,48.6,0
23,ATM,56.2,0
14,ATM,52,0
20,Online,41.2,0
22,ATM,42.2,0
17,Online,37.1,0
13,POS,41.2,0
15,ATM,36.8,0
9,Online,45.3,0
21,POS,40.5,0
11,ATM,39.8,0
22,POS,46.8,0
9,POS,43.6,0
19,ATM,31.5,0
17,POS,38.3,0
2,ATM,26.2,1
21,Online,44,0
9,Online,53.9,0
13,POS,44.9,0
16,POS,53.2,0
16,POS,46.7,0
8,ATM,46.4,0
18,POS,44,0
9,Online,48.6,0
18,Online,53.4,0
20,ATM,44.6,0
14,ATM,45.5,0
2,Online,62,1
11,Online,54.2,0
20,ATM,45.8,0
10,POS,43.5,0
12,ATM,40.5,0
10,ATM,39.8,0
15,Online,37.6,0
21,Online,36.9,0
8,POS,44.9,0
7,POS,25.5,0
12,Online,59.7,0
16,Online,40.5,1
22,Online,46.5,0
15,POS,50.3,0
22,ATM,30.6,0
21,Online,55.1,0
19,Online,41.1,0
22,POS,57.5,0
15,POS,37.3,0
15,POS,41.1,0
14,Online,55,0
22,Online,37.9,0
23,ATM,48,0
9,Online,38.6,0
9,ATM,54.3,0
21,POS,24.7,0
17,ATM,52.3,0
9,Online,40.3,0
17,Online,48.4,0
17,ATM,53.7,0
9,POS,43.6,0
22,Online,51.4,0
7,ATM,54,0
17,Online,51.3,0
14,Online,37.4,0
8,POS,29.6,0
13,POS,47.3,0
22,ATM,38.8,0
12,Online,23.8,0
13,Online,58.4,0
18,Online,37.5,0
12,ATM,54.3,0
18,Online,42.9,0
8,ATM,30.2,0
19,Online,41.1,0
21,ATM,32.5,0
16,Online,31.3,0
14,POS,41.5,0
10,POS,66.5,0
7,ATM,35.1,0
9,ATM,31.3,0
21,ATM,55.1,0
17,ATM,30.3,0
18,POS,44.7,0
20,ATM,27.3,0
21,ATM,35.8,0
17,Online,40,0
13,ATM,29.4,0
16,ATM,43.8,0
9,POS,64.6,0
7,POS,47.1,1
12,POS,38.1,0
9,POS,38.5,0
17,POS,27.6,0
16,ATM,50.1,0
17,POS,45.3,0
19,ATM,41.6,0
15,Online,41.4,0
22,POS,39.5,0
23,Online,33.7,0
9,ATM,42,0
17,POS,48.4,0
13,POS,56.8,0
23,Online,41.6,0
13,POS,61.5,0
13,ATM,43.4,0
23,POS,44.5,0
9,POS,49.1,0
17,POS,52.4,0
3,POS,56.8,1
13,POS,32,0
23,ATM,56.1,0
13,POS,53.2,0
16,POS,49.5,0
22,Online,37.9,0
12,Online,34.5,0
23,ATM,52.1,0
13,Online,49.2,1
12,ATM,41.3,0
21,POS,56.6,0
21,Online,52.4,0
8,ATM,49.9,0
18,ATM,33.4,0
10,Online,48.5,1
11,POS,37.7,0
8,POS,53.9,0
21,POS,36.1,0
19,POS,26.2,0
22,POS,43,0
20,ATM,60.8,0
9,POS,52.1,0
9,ATM,53.2,0
23,POS,66.5,0
20,POS,49.4,0
0,Online,46.9,1
10,Online,48,0
12,ATM,47.3,0
8,ATM,44.3,0
17,ATM,32.2,0
17,Online,56.9,0
23,POS,47.6,0
7,POS,26.2,0
13,POS,48.4,0
10,Online,37.6,0
21,POS,40.9,0
9,ATM,44.3,0
11,ATM,45.1,0
1,Online,58.5,1
8,POS,50.9,0
23,POS,48.9,0
11,Online,40.6,0
15,Online,45.8,0
18,Online,38,0
22,Online,55,0
14,ATM,32.6,0
7,ATM,20.9,0
7,Online,24.5,0
7,POS,46.8,0
17,POS,54.2,0
18,POS,53.7,0
13,POS,47.6,0
18,Online,56.5,0
16,ATM,46.6,0
21,POS,49.7,0
8,POS,22.5,0
13,ATM,61.6,0
21,ATM,37.3,0
21,ATM,50.1,0
17,ATM,53.6,0
8,Online,38.7,0
7,ATM,42.5,0
11,Online,53,0
18,POS,43,0
22,POS,34.7,0
10,Online,46.2,0
20,ATM,29.9,0
16,POS,48.9,0
13,Online,30.9,0
17,POS,42.3,0
15,POS,48.6,0
14,ATM,34.7,0
21,POS,42.3,0
12,POS,54.2,0
23,POS,28.4,0
22,ATM,44.7,0
13,Online,50.7,0
18,ATM,34.9,0
8,Online,29.1,0
22,Online,38.3,0
9,ATM,62.1,0
7,ATM,28.7,0
4,Online,52.3,1
16,POS,38.1,0
20,POS,23.6,0
19,ATM,50.6,0
21,ATM,39.5,0
16,POS,32.8,0
3,Online,32.6,1
11,Online,59.6,0
20,POS,35.2,0
20,ATM,34.6,1
18,Online,45.1,0
18,ATM,46.1,0
20,Online,57,0
22,Online,53.5,0
7,POS,53.6,0
18,ATM,61.6,0
21,ATM,49.3,0
12,Online,41.9,0
10,Online,52.5,0
22,ATM,45.5,0
20,POS,55.1,0
13,ATM,32.7,0
10,ATM,35.8,0
8,ATM,45.4,0
13,Online,42.4,0
9,ATM,52.2,0
12,ATM,56.1,0
16,Online,49.5,0
22,POS,50.8,0
14,POS,41.4,0
15,ATM,40.2,0
19,Online,42.7,0
0,Online,37.3,1
12,Online,31.8,0
14,Online,61.9,0
7,ATM,38,0
23,POS,51.3,0
10,POS,49,0
6,POS,58.3,1
22,ATM,30.7,0
12,POS,44.5,0
7,Online,42.6,0
17,ATM,39.7,0
16,ATM,44.9,0
8,ATM,39.6,0
16,Online,48.4,0
21,POS,49.6,0
11,POS,38.2,0
8,POS,41.5,0
22,Online,46.2,0
16,POS,34.6,0
21,ATM,41.1,0
10,Online,46.3,0
8,POS,38.5,0
20,Online,44.3,0
19,Online,28.2,0
7,ATM,36.6,0
9,POS,50.6,0
13,Online,64.3,0
22,Online,55.2,0
23,POS,35.8,0
19,Online,40.7,0
22,ATM,39.8,0
22,POS,32.3,0
17,POS,55.6,0
7,POS,36.6,0
10,POS,28.5,1
22,ATM,40.6,0
15,Online,62,0
13,Online,41.4,0
19,ATM,36.1,0
19,POS,52.7,0
5,Online,36.8,1
18,Online,26,0
14,Online,50.8,0
11,Online,59.9,0
19,Online,49.7,0
